title,slug,first_published_at,last_published_at,latest_revision_created_at,authors,updates,categories,links,equipment_seized,equipment_broken,targeted_journalists,date,exact_date_unknown,affiliation,city,state,body,teaser,teaser_image,primary_video,image_caption,arrest_status,status_of_charges,release_date,detention_date,unnecessary_use_of_force,lawsuit_name,status_of_seized_equipment,is_search_warrant_obtained,actor,border_point,stopped_at_border,target_us_citizenship_status,denial_of_entry,stopped_previously,did_authorities_ask_for_device_access,did_authorities_ask_for_social_media_user,did_authorities_ask_for_social_media_pass,did_authorities_ask_about_work,were_devices_searched_or_seized,assailant,was_journalist_targeted,charged_under_espionage_act,subpoena_type,subpoena_statuses,held_in_contempt,detention_status,third_party_in_possession_of_communications,third_party_business,legal_order_type,status_of_prior_restraint,targets,targeted_institutions,tags,current_charges,dropped_charges,venue,target_nationality,workers_whose_communications_were_obtained,targets_whose_communications_were_obtained,politicians_or_public_figures_involved
Five members of neo-Nazi group arrested for alleged targeted harassment of journalists,https://pressfreedomtracker.us/all-incidents/five-members-neo-nazi-group-arrested-alleged-targeted-harassment-journalists/,2020-03-10 18:56:58.597549+00:00,2020-03-10 18:56:58.597549+00:00,2020-03-10 18:56:58.525989+00:00,,,Other Incident,,,,,2020-02-26,False,None,None,None,"<div class=""block-rich_text""><div class=""rich-text""><p>The FBI arrested five members of the neo-Nazi paramilitary group Atomwaffen in four states on Feb. 26, 2020, for allegedly participating in campaigns of targeted harassment of journalists and others using racist and anti-Semitic slurs.</p><p>Four men arrested and charged in U.S. District Court in Seattle with criminal conspiracy were Cameron Brandon Shea, 24, of Redmond, Washington; Kaleb James Cole, 24, of Montgomery, Texas; Taylor Ashley Parker-Dipeppe, 20, of Spring Hill, Florida, and Johnny Roman Garza, 20, of Queen Creek, Arizona.</p><p>“These defendants sought to spread fear and terror with threats delivered to the doorstep of those who are critical of their activities,” said U.S. Attorney Brian T. Moran for the Western District of Washington.</p><p>Collaborating via an encrypted messaging service, the men identified journalists and other targets — focusing their efforts on Jewish and other minority individuals — and created threatening<a href=""https://dpa730eaqha29.cloudfront.net/myedmondsnews/wp-content/uploads/2020/02/Flyer2.jpg""> posters</a> covered in swastikas and containing the line &quot;You have been visited by your local Nazis,&quot; which they then delivered or mailed to their homes, according to the<a href=""https://www.justice.gov/opa/press-release/file/1252261/download""> criminal complaint</a>. One member of the group suggested the men identify their targets using the Society of Professional Journalists&#x27; online freelance directory. Their targets included Jewish journalists and a leader of a black journalists association in the state of Arizona</p><p>&quot;We will be postering journalists [sic] houses and media buildings to send a clear message that we too have leverage over them,&quot; Shea wrote in a chat message. The group coordinated to deliver all the posters on Jan. 25, 2020. Garza wrote that their goal was &quot;a show of force, demonstrating we are capable of mass coordination.&quot;</p><p>A fifth man, John Cameron Denton, 26, of Montgomery, Texas, was arrested and charged separately in the U.S. District Court in the Eastern District of Virginia in a &quot;swatting&quot; conspiracy stretching from November 2018 to April 2019, allegedly targeting a ProPublica investigative journalist and the outlet&#x27;s New York offices, as well as Old Dominion University, a historically black baptist church in Virginia, and a cabinet official of the Trump administration.</p><p>The Justice Department press release defined swatting as &quot;a harassment tactic that involves deceiving dispatchers into believing that a person or persons are in imminent danger of death or bodily harm and causing the dispatchers to send police and emergency services to an unwitting third party’s address.&quot;</p><p>Denton unknowingly met with an undercover FBI agent and described his role in the swatting calls, according to an<a href=""https://www.justice.gov/usao-edva/press-release/file/1252081/download""> affidavit</a>. He specifically targeted ProPublica and a journalist who worked there because he was furious that he had been identified as the leader of Atomwaffen in a<a href=""https://www.propublica.org/article/atomwaffen-division-inside-white-hate-group""> story</a> for the publication.</p><p>On Dec. 14, 2018, a dozen New York Police Department officers showed up at ProPublica&#x27;s New York City offices after receiving a call from a man claiming to be an Atomwaffen member named James Mason, who claimed he had &quot;multiple pipe bombs, an AR 15, one hostage, and a dead body.&quot; Only one employee was present in the office at time. &quot;This employee was visibly shaken by the threat and police response,&quot; the affidavit said.</p><p>On Feb. 8, 2019, Denton and an unnamed co-conspirator swatted a ProPublica journalist, the affidavit alleges, placing a swatting call to the Richmond Police Department, in Northern California. On the call, the co-conspirator claimed to be the journalist, saying he had shot his wife with an M16 and threatening to shoot any officers who approached his home. Law enforcement officers went to the journalist&#x27;s home, put him and his wife in separate police cars, where the journalist explained &quot;he had been receiving threats because he was a journalist that wrote about white supremacists,&quot; according to the affidavit.</p><p>Following Denton’s February 2020 arrest, Magistrate Judge Nancy K. Johnson ordered him transferred to the Eastern District of Virginia, where he will be detained pending a hearing there.</p><p>Shea is currently detained in Federal Detention Center, SeaTac. He has a court hearing set for March 12, but on March 6 the chief judge for the U.S. District Court’s Western Washington District <a href=""https://www.wawd.uscourts.gov/sites/wawd/files/03-06-20General%20Order01-20.pdf"">postponed</a> all in-person hearings at the federal courthouses in Seattle and Tacoma until at least the end of the month due to the novel coronavirus outbreak. In criminal cases, “the time period of the continuances implemented by this general order will be excluded under the Speedy Trial Act, as the Court specifically finds that the ends of justice served by ordering the continuances outweigh the best interests of the public and any defendant’s right to a speedy trial,” Martinez wrote.</p><p>Garza, Cole, and Parker-Dipeppe will remain in federal custody pending transfer to the Western District of Washington. &quot;There are no conditions of release that would reasonably protect the safety of the community,&quot; read a detention order signed by Magistrate Judge Thomas G. Wilson on March 2, regarding Parker-Dipeppe.</p><p>A spokesman for the U.S. Marshals Service declined comment on the timing of this transfer, citing a policy of not discussing prisoner movements.</p></div></div>",,https://pressfreedomtracker.us/media/images/Screen_Shot_2020-03-10_at_2.55.03.2e16d0ba.fill-1330x880.png,None,<p>A portion of a poster that was mailed or hand delivered to journalists as part of an alleged coordinated harassment campaign from the neo-Nazi group Atomwaffen</p>,None,None,None,None,False,None,None,False,None,None,False,None,False,False,None,None,None,None,None,None,None,False,None,[],None,None,None,None,None,None,,,,,,,,,,
"Fresno Bee reporters barred from event with cabinet secretary, house representative",https://pressfreedomtracker.us/all-incidents/fresno-bee-reporters-barred-event-cabinet-secretary-house-representative/,2020-02-27 16:50:35.363402+00:00,2020-02-27 16:50:35.363402+00:00,2020-02-27 16:50:35.293448+00:00,,,Denial of Access,,,,,2020-02-18,False,The Fresno Bee,Tulare,California (CA),"<div class=""block-rich_text""><div class=""rich-text""><p>California newspaper The Fresno Bee says it was barred from attending an event with Rep. Devin Nunes and the U.S. Department of the Interior’s top official in Tulare County, California, on Feb. 18, 2020.</p><p>In an article about its exclusion, The Bee <a href=""https://www.fresnobee.com/news/local/article240285026.html"">reported</a> that it had registered and received tickets through an Eventbrite website to attend a water forum moderated by the Friant Water Authority, a public agency, and featuring David Bernhardt, secretary of the Interior Department, and Nunes. The Bee noted that the event was not a private fundraiser.</p><p>At 10 a.m. the day of the event, the outlet said a Nunes staffer contacted The Bee to make clear its reporters would not be allowed to cover the forum.</p><p>“I saw you registered for the event today,” Nunes’ staffer Crystal Ervin said in a voicemail to The Bee, “but I want to make it clear that it’s invited press only, and you’re not on the list and your ticket will not scan at the door.”</p><p>Journalists from other news outlets were allowed to cover the event, including local Fox affiliate KMPH and ABC30 News.</p><p>An Interior Department spokesperson told the U.S. Press Freedom Tracker that the agency was not responsible for press credentialing the event. The Friant Water Authority did not immediately respond to the Tracker’s request for comment.</p><p>Spokespeople for Nunes did not respond to the Tracker’s questions about The Bee’s exclusion and whether the decision was connected to his pending lawsuit against the outlet’s parent company, Sacramento-based McClatchy Company.</p><p>Nunes <a href=""https://pressfreedomtracker.us/all-incidents/california-congressman-devin-nunes-files-defamation-suit-against-newspaper-its-coverage/"">filed the $150 million defamation lawsuit</a> in April 2019, arguing that a 2018 Bee article on the congressman constituted “character assassination.”</p><p>In <a href=""https://www.fresnobee.com/opinion/article240433786.html"">an editorial</a> about the outlet’s exclusion, The Bee wrote, “Nunes’ decision to bar the region’s biggest newspaper from attending represents a new strategy in his war against the free press.”</p><p>“In barring The Bee from the water forum, Nunes unveiled a new tactic: excluding media outlets from public events as punishment for doing their jobs. He appears to be once again copying the behavior of Trump, who in the past has banned news outlets like Bloomberg News, Buzzfeed news and Politico from covering his events,” the editorial reads.</p></div></div>",,https://pressfreedomtracker.us/media/images/RTX7BRKW.2e16d0ba.fill-1330x880.jpg,None,"<p>California newspaper The Fresno Bee was denied entrance to a water forum with its representative, Devin Nunes, here on Capitol Hill, and others. Nunes is also suing The Bee&#x27;s parent company over the outlet&#x27;s articles on the congressman.</p>",None,None,None,None,False,None,None,False,None,None,False,None,False,False,None,None,None,None,None,None,None,False,None,[],None,None,None,None,None,None,,The Fresno Bee,,,,,,,,Devin Nunes
State Department Classifies Five Chinese State-Run Outlets as ‘Foreign Missions’,https://pressfreedomtracker.us/all-incidents/state-department-classifies-five-chinese-state-run-outlets-as-foreign-missions/,2020-02-28 20:20:00.400052+00:00,2020-03-17 18:21:36.001122+00:00,2020-03-17 18:21:35.937076+00:00,,"(2020-03-02 10:57:00+00:00) Four of the five Chinese state-run media outlets in the U.S. ordered to reduce staff, (2020-03-17 14:20:00+00:00) Chinese government announces expulsion of journalists from three outlets, will require financial disclosures from two others",Other Incident,,,,,2020-02-18,False,None,None,None,"<div class=""block-rich_text""><div class=""rich-text""><p>The State Department announced on Feb. 18, 2020, it was classifying five Chinese state-run media outlets as foreign missions, a move that makes them subject to the same rules as foreign embassies and consulates located inside the U.S under the 1982 <a href=""https://2009-2017.state.gov/documents/organization/17842.pdf"">Foreign Missions Act</a>.</p><p>The media organizations named were the U.S.-based outlets of Xinhua News Agency (the official state-run press agency of the People’s Republic of China), China Global Television Network (the international division of state broadcaster CCTV), China Radio International (the state-run radio broadcaster), the China Daily newspaper (the Communist Party of China’s English-language daily paper), and the People’s Daily (The Central Committee of the Communist Party of China’s newspaper).</p><p>Under the new classification, these outlets will have to obtain approval from the State Department’s Office of Foreign Missions to lease or buy real estate, and must report a list of all their employees, including their addresses and ages, on an ongoing basis to the office.</p><p>At a background <a href=""https://www.state.gov/senior-state-department-officials-on-the-office-of-foreign-missions-designation-of-chinese-media-entities-as-foreign-missions/"">briefing</a> on the change, a senior state department official said these media organizations are under “very clear state control” and so the change was made because “each one of these entities meets the definition of foreign mission under our Foreign Mission Act, which is to say they are either substantially owned or effectively controlled by a foreign government.”</p><p>That official cautioned that these new rules would not impact the outlets abilities to report in the United States. “We’re not in any way, shape, or form constraining any of the journalistic activities these entities engage in. We’re just saying we’re going to treat them as a foreign mission,” the official said.</p><p>Chinese Foreign Ministry spokesperson Geng Shuang disagreed with that sentiment in his <a href=""http://fm.china-embassy.org/eng/fyrth/t1746893.htm"">daily briefing</a> on Feb. 19. “We deplore and reject the wrong decision of the US,” he said. “The US touts its press freedom. However, it is wantonly restricting and thwarting Chinese media outlets&#x27; normal operation there. This is totally unjustified and unacceptable. We urge the US to discard its ideological prejudice and Cold War zero-sum game mentality, and stop ill-advised measures that undermine bilateral trust and cooperation.”</p><p>Later in that same briefing, Shuang announced that China <a href=""https://www.nytimes.com/2020/02/19/business/media/china-wall-street-journal.html"">was expelling</a> three Wall Street Journal reporters over anger at a headline in the outlet’s Opinion section.</p><p>In September 2018, the Department of Justice ordered CGTN and Xinhua to register as foreign agents under the Foreign Agents Registration Act, or FARA. CGTN compiled with the request in February 2019, but Xinhua has yet to register. China Daily and the People’s Daily, via its distributor Hai Tian Development, have been registered under FARA since 1983 and 1996, respectively.</p></div></div>",,https://pressfreedomtracker.us/media/images/RTX1UET0.2e16d0ba.fill-1330x880.jpg,None,<p>China Radio International headquarters in Beijing. CRI is one of five media organizations from the country whose U.S.-based outlets are being classified as foreign missions by the U.S. State Department.</p>,None,None,None,None,False,None,None,False,None,None,False,None,False,False,None,None,None,None,None,None,None,False,None,[],None,None,None,None,None,None,,"Xinhua News Agency, China Global Television Network, China Radio International, China Daily, People’s Daily",,,,,,,,
FBI arrests man following threatening calls to investigative reporter,https://pressfreedomtracker.us/all-incidents/fbi-arrests-man-following-threatening-calls-investigative-reporter/,2020-03-10 18:33:49.887425+00:00,2020-03-10 18:33:49.887425+00:00,2020-03-10 18:33:49.810405+00:00,,,Other Incident,,,,TargetedJournalist object (378),2020-02-12,False,WKBW,Buffalo,New York (NY),"<div class=""block-rich_text""><div class=""rich-text""><p>FBI agents arrested a seminary professor in Buffalo, New York, on Feb. 12, 2020, in connection with death threats made against WKBW chief investigative reporter Charlie Specht.</p><p>Specht told the U.S. Press Freedom Tracker he had been receiving harassing and threatening voicemails from an unknown caller for nearly six months.</p><p>“Then it was kind of a menacing voice and they were leaving messages that were very personal but also they were criticizing my reporting and saying that there were going to be consequences,” Specht said.</p><p>WKBW, the local ABC affiliate, <a href=""https://www.wkbw.com/news/local-news/fbi-arrests-man-accused-of-making-death-threat-to-investigative-reporter-charlie-specht"">reported</a> that the calls began in August 2019, as Specht and the station’s investigative team reported on alleged abuse and corruption scandals at Christ the King Seminary. The voicemails told Specht to end the investigations into the diocese, threatened to end his career and referenced members of his family.</p><p>“You’re still a bad Catholic and a horrible reporter,” one voicemail warned, according to the complaint filed against the caller. “I hope to God I don’t see you walking around [town].”</p><p>In another, the caller said, “You destroyed the Diocese of Buffalo and Bishop Malone. Oh, you must be so proud. You’re a piece of shit, you really are a piece of shit. You’re not a journalist … and you don’t know how to be a journalist.”</p><p>WKBW reached out to law enforcement when the calls began, the outlet reported, but prosecutors needed more information about the caller and the specific nature of the threats.</p><p>Specht told the Tracker that the calls kept escalating until Feb. 4 when — moments after Specht gave a live report on the diocese’s announcement that the seminary would be closing — the caller threatened to kill him.</p><p>“You must be so happy the seminary’s closing. You’re a bad person. I know where you live,” the caller said. “I’m gonna find you. I’m gonna kill you.”</p><p>WKBW decided to cancel Specht’s 6 p.m. live broadcast as a precaution, he told the Tracker.</p><p>Specht said that he and his family were shocked and scared by the calls. WKBW hired private security for them and had the family stay in a hotel for a week as prosecutors opened an investigation and assigned an FBI field officer to investigate.</p><p>“It was clear that this wasn’t someone who got upset with a news broadcast and did a spur of the moment thing. This was persistent and it seemed like this guy really had it out for me. That’s what really worried us,” Specht said.</p><p>The caller, eventually identified as adjunct seminary professor Paul Lubienecki, was arrested and charged with cyberstalking on Feb. 12, accused of making 11 “harassing” phone calls to Specht between August 2019 and February 2020, according to a complaint filed against Lubienecki. If convicted, he faces up to five years in prison and a $250,000 fine.</p><p>Specht told WKBW that he was grateful the FBI made the investigation a priority.</p><p>“Criticism of news reporting is acceptable and even welcomed. But making personal threats against a reporter for simply doing his job goes against the entire American belief in a free press,” he said.</p><p>Bishop Edward Scharfenberger, whom the Pope appointed as interim administrator for the diocese, condemned the threats against Specht in a <a href=""https://twitter.com/BuffaloDiocese/status/1227947700777357312"">series</a> of <a href=""https://twitter.com/BuffaloDiocese/status/1227947703260372993"">tweets</a>.</p><p>“There is no place — nor should there be any tolerance — for threats or harassment towards members of the news media or any one else. This is against who we are as Christians, but also against our nation’s founding principles that guarantee freedom to the press and freedom of speech,” Scharfenberger wrote.</p><p>Lubienecki was released on a $2,500 bond to await trial. The judge in the case <a href=""https://www.wkbw.com/news/local-news/defense-considers-options-for-man-accused-in-death-threat-of-i-team-reporter"">granted</a> a 60-day adjournment for Lubienecki and his attorney to consider possible defenses, and he is scheduled back in court on April 24.</p></div></div>",,https://pressfreedomtracker.us/media/images/Specht.2e16d0ba.fill-1330x880.png,None,"<p>A portion of the criminal complaint against a Buffalo, New York, man for allegedly cyberstalking a reporter</p>",None,None,None,None,False,None,None,False,None,None,False,None,False,False,None,None,None,None,None,None,None,False,None,[],None,None,None,None,None,None,,,,,,,,,,
"NYPD arrests photojournalist, charges him with disorderly conduct",https://pressfreedomtracker.us/all-incidents/nypd-arrests-photojournalist-charges-him-disorderly-conduct/,2020-02-14 21:28:47.367239+00:00,2020-02-14 21:28:47.367239+00:00,2020-02-14 21:28:47.314870+00:00,,,Arrest / Criminal Charge,,,,TargetedJournalist object (185),2020-02-11,False,ABC News,New York,New York (NY),"<div class=""block-rich_text""><div class=""rich-text""><p>Photojournalist Amr Alfiky was arrested while documenting an arrest in New York City, New York, on Feb. 11, 2020.</p><p>Alfiky, who is a photo editor at ABC News and a contributor to Reuters and The New York Times, was taking video of a man being arrested at about 7 p.m. in New York’s Lower East Side neighborhood when police took him into custody, Alfiky’s friend Mostafa Bassim <a href=""https://cpj.org/2020/02/journalist-amr-alfiky-arrested-charged-with-disord.php"">told</a> the Committee to Protect Journalists.</p><p>In a <a href=""https://twitter.com/TarekHussein22/status/1227394483890925568"">video</a> captured by Bassim, Alfiky can be heard repeatedly telling officers that he is a journalist as the officers push him toward the back of an SUV. As additional officers approach him, Alfiky can be heard offering to show them his press credentials and stating, “I did not refuse. I did not refuse.”</p></div></div>
<div class=""block-tweet""><div class=""stream-section"">
    <div>
    <blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">According to <a href=""https://twitter.com/mostafabassim1?ref_src=twsrc%5Etfw"">@mostafabassim1</a> our friend <a href=""https://twitter.com/alfiky_amr?ref_src=twsrc%5Etfw"">@alfiky_amr</a>, an Egyptian photojournalist w/<a href=""https://twitter.com/Reuters?ref_src=twsrc%5Etfw"">@Reuters</a> <a href=""https://twitter.com/abcnews?ref_src=twsrc%5Etfw"">@abcnews</a>, was arretsed by <a href=""https://twitter.com/NYPDnews?ref_src=twsrc%5Etfw"">@NYPDnews</a> while taking pictures of police officers arresting someone on the street!<br><br> <a href=""https://t.co/Jc2AST50Gx"">pic.twitter.com/Jc2AST50Gx</a></p>&mdash; Tarek Hussein (@TarekHussein22) <a href=""https://twitter.com/TarekHussein22/status/1227394483890925568?ref_src=twsrc%5Etfw"">February 12, 2020</a></blockquote>
<script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>

</div>

</div>
</div>
<div class=""block-rich_text""><div class=""rich-text""><p>An NYPD spokesman alleged that Alfiky “refused to comply with repeated requests to step back,” and didn’t identify himself as a journalist until he was in police custody, the New York Daily News <a href=""https://www.nydailynews.com/new-york/nyc-crime/ny-photojournalist-arrested-manhattan-20200212-7xm4kebwe5ed7gukrlsfjdpq4e-story.html"">reported</a>.</p><p>A police spokesman told the U.S. Press Freedom Tracker that Alfiky was taken to Manhattan’s 7th precinct and held for several hours before being released. The spokesman also confirmed that Alfiky’s press credential, issued by the NYPD, was confiscated.</p><p>That evening on Twitter, Alfiky <a href=""https://twitter.com/alfiky_amr/status/1227428654403260416"">wrote</a>, “I’m out and safe. Thank you all for your invaluable support!”</p><p>Alfiky declined to comment and instead directed the Tracker to his attorney, Mickey Osterreicher.</p><p>Osterreicher, general counsel for the National Press Photographers Association, told the Tracker that Alfiky was charged with disorderly conduct and issued a summons for March 31.</p><p>“I’m hoping to have [the charges] disposed of before then, either to have the summons voided or to have the charges dismissed,” Osterreicher said.</p><p>If convicted, Alfiky could face a fine of up to $250 and up to 15 days in prison under<a href=""https://statelaws.findlaw.com/new-york-law/new-york-disorderly-conduct-laws.html""> state law</a>.</p><p>Osterreicher told the Tracker that Alfiky’s press credential was returned to him on Feb. 14.</p></div></div>",,None,None,,arrested and released,charges pending,None,None,False,None,None,False,None,None,False,None,False,False,None,None,None,None,None,None,None,False,None,[],None,None,None,None,None,None,Amr Afiky,,,disorderly conduct,,,,,,
"Subpoena issued for watchdog blog’s documents, communications",https://pressfreedomtracker.us/all-incidents/subpoena-issued-for-watchdog-blogs-documents-communications/,2020-02-26 18:41:35.766135+00:00,2020-02-26 18:41:35.766135+00:00,2020-02-26 18:41:35.706640+00:00,,,Subpoena / Legal Order,,,,,2020-02-07,False,Edgar County Watchdogs,Stark County,Illinois (IL),"<div class=""block-rich_text""><div class=""rich-text""><p>Illinois-based government watchdog blog Edgar County Watchdogs was subpoenaed on Feb. 7, 2020, for documents and communications relating to coverage of the Stark County board and sheriff.</p><p>Former Stark County Board Vice-Chairman Fulvio Zerla brought a lawsuit against the county and Sheriff Steve Sloan, accusing Sloan of violating his civil rights. The county is part of the larger Peoria metropolitan area.</p><p>Zerla’s complaint, which was reviewed by the U.S. Press Freedom Tracker, also alleges that Sloan paid Edgar County Watchdogs to attend a board meeting in June 2017 to “disrupt” the proceedings.</p><p>Edgar County Watchdogs co-founder John Kraft flatly denied Zerla’s accusations and that they had been paid at any time.</p><p>“All we did was attend the meeting and we bring our video camera with us everywhere we go,” Kraft told the Tracker. “We attended the meeting and we told the board that they didn’t comply with the Illinois county code requirement to post about the meeting in the newspaper, and the sheriff came and shut the meeting down.”</p><p>The subpoena orders Edgar County Watchdogs to produce documents, notes, photographs and communications relating to three board meetings in mid-2017, the Sheriff Department’s budget, plaintiff Zerla, former board Chairwoman Coleen Magnussen and defendant Sloan.</p><p>Zerla’s attorney did not immediately respond to the Tracker’s request for comment.</p><p>Kraft told the Tracker that their attorney is filing for an extension on the Feb. 27 deadline for producing the documents, and they intend to fight the production of any documents.</p><p>The Tracker has documented multiple other subpoenas involving Edgar County Watchdogs, including a<a href=""https://pressfreedomtracker.us/all-incidents/subpoena-issued-contents-illinois-government-watchdogs-dropbox-account/""> subpoena for their communications and documents</a> relating to the College of DuPage and <a href=""https://pressfreedomtracker.us/all-incidents/subpoena-issued-contents-illinois-government-watchdogs-dropbox-account/"">two</a> <a href=""https://pressfreedomtracker.us/all-incidents/second-subpoena-issued-for-content-of-illinois-watchdogs-dropbox-account/"">subpoenas</a> for the group’s Dropbox contents.</p></div></div>",,https://pressfreedomtracker.us/media/images/ECW_Stark_County.2e16d0ba.fill-1330x880.png,None,<p>A portion of the subpoena requesting communication from the Illinois watchdog group Edgar County Watchdogs</p>,None,None,None,None,False,None,None,False,None,None,False,None,False,False,None,None,None,None,None,None,None,False,journalist communications or work product,['PENDING'],None,None,None,None,None,None,Edgar County Watchdogs,Edgar County Watchdogs,,,,,,,,
"Journalist barred from recording, removed from New Mexico Senate proceeding",https://pressfreedomtracker.us/all-incidents/journalist-barred-recording-removed-new-mexico-senate-proceeding/,2020-03-06 16:52:19.258072+00:00,2020-03-06 16:52:19.258072+00:00,2020-03-06 16:52:19.142328+00:00,,,Denial of Access,,,,TargetedJournalist object (377),2020-02-06,False,CBS/Fox-affiliate KRQE,Santa Fe,New Mexico (NM),"<div class=""block-rich_text""><div class=""rich-text""><p>Rachel Knapp, a reporter for dual CBS/Fox-affiliate KRQE, was barred from recording and removed from a state Senate committee meeting in Santa Fe, New Mexico, on Feb. 6, 2020.</p><p>Knapp wrote <a href=""https://www.krqe.com/news/politics-government/krqe-news-13-reporter-kicked-out-of-public-senate-committee/"">an account of the incident</a> for the outlet, describing the lawmakers’ behavior as “bizarre.”</p><p>According to Knapp, Sen. Antoinette Sedillo Lopez, vice chair of the Senate Conservation Committee, interrupted the chair to note that Knapp was filming and ask if she had received permission or would like to request it. While committee meetings are streamed through a webcast, Senate rules at the time barred anyone from photographing or recording audio or video without permission from the committee chair. KRQE reported that it never saw the rule enforced, and that a sign posted outside the room to notify the public of the policy noted that the news media was exempt.</p><p>“I figured, it was a public meeting,” Knapp said, identifying herself as a member of the press. A second senator then expressed opposition to her filming, according to KRQE.</p><p>“I just prefer this not to be spliced and edited to be used against someone and have someone not be totally truthful in their comments in a bill because they’re worried how something might be splashed and cut in a newscast,” Sen. Pat Woods said.</p><p>Seconds later, Sedillo Lopez said, “OK, I’m sorry but I’m going to have to ask you to leave.”</p><p>KRQE reported that the sign noting media exemption was removed after its broadcast about the incident.</p><p>Bill Anderson, general manager of KRQE, <a href=""https://www.abqjournal.com/1419708/booting-reporter-from-senate-hearing-was-the-wrong-call.html"">told the Albuquerque Journal</a> that the incident was unacceptable, adding that he assumed it was an “error in judgement.”</p><p>“Nothing good happens in government when these people close the door and want to talk when no one’s listening,” Anderson said.</p><p>Sen. Jeff Steinborn told the U.S. Press Freedom Tracker that Sedillo Lopez had overstepped the bounds of the policy by asking Knapp to leave.</p><p>“The rule doesn’t allow for that at all,” Steinborn said. “That incident was rightfully embarrassing to the institution: It shined a light on the problem and made it an imperative to fix it.”</p><p>In late January, Steinborn had proposed a resolution to change the rule and allow for both the public and media to record and photograph meetings. The resolution <a href=""https://www.nmlegis.gov/Legislation/Legislation?chamber=S&amp;legType=R&amp;legNo=2&amp;year=20"">passed without opposition</a> on Feb. 12, after the incident with Knapp.</p></div></div>
<div class=""block-tweet""><div class=""stream-section"">
    <div>
    <blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">The Roundhouse is one step closer to full transparency for the public. <a href=""https://twitter.com/jeff4nm?ref_src=twsrc%5Etfw"">@jeff4nm</a> Resolution 2 was passed in Senate Rules this morning- it will allow the public to record video and take photos during a Senate committee meeting WITHOUT asking for permission first <a href=""https://twitter.com/krqe?ref_src=twsrc%5Etfw"">@krqe</a> <a href=""https://t.co/JA4203WePD"">pic.twitter.com/JA4203WePD</a></p>&mdash; Rachel Knapp (@RachelKnappNews) <a href=""https://twitter.com/RachelKnappNews/status/1227673078034907136?ref_src=twsrc%5Etfw"">February 12, 2020</a></blockquote>
<script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>

</div>

</div>
</div>
<div class=""block-rich_text""><div class=""rich-text""><p>Steinborn told the Tracker that seeing a crowd of people pull out their phones to take pictures a few days after the resolution passed was heartening.</p><p>“It was the best endorsement that we could have that, of course, we had done the right thing,” Steinborn said. “It was a good thing for democracy and a good thing for the citizens of the state.”</p></div></div>",,https://pressfreedomtracker.us/media/images/NewMexicoStateCapitol_denial.2e16d0ba.fill-1330x880.jpg,None,"<p>The capitol building in Santa Fe, New Mexico, is referred to informally as the &#x27;Roundhouse.&#x27;</p>",None,None,None,None,False,None,None,False,None,None,False,None,False,False,None,None,None,None,None,None,None,False,None,[],None,None,None,None,None,None,,,,,,,,,,New Mexico Senate
